ReferenceNumber,Make,PropulsionTypeId,BodyTypeId,GovRegion,KeeperTitleId,EngineSize,YearRegistered,Mass,CO2,CO,NOX,part,hc,Random number
474,VOLKSWAGEN,1,14,North West,4,1984,2002,1332,192,0.245,0.02,,0.014,0.445382898
2594,VOLKSWAGEN,1,14,London,1,1197,2016,1107,107,0.157,0.039,,0.022,0.352497829
824,VAUXHALL,2,6,North West,1,1686,2002,1815,132,0.101,0.429,0.031,,0.040696196
2150,VOLKSWAGEN,1,14,North West,1,1395,2016,1247,120,0.158,0.034,,0.028,0.788516085
1006,VAUXHALL,1,14,South West,1,1199,2002,1430,154,0.211,0.031,,0.052,0.716827981
3531,FORD,1,14,South West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.630454722
70,FORD,1,14,North West,1,1798,2002,1396,187,0.375,0.091,,0.077,0.522410169
1862,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.553681749
847,VAUXHALL,1,14,London,2,1389,2002,1570,192,0.287,0.057,,0.065,0.411095447
599,BMW,1,5,North West,1,1995,2002,1385,175,0.852,0.05,,0.102,0.300618956
1115,FORD,1,14,South West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.687559156
1424,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.376086482
3404,VOLKSWAGEN,1,14,London,2,999,2016,932,103,0.522,0.018,,0.045,0.688648436
2722,FORD,1,96,North West,5,1596,2016,1431,149,0.342,0.051,,0.056,0.296865168
662,FORD,1,13,North West,1,1679,2002,1113,178,0.656,0.083,,0.066,0.639741669
773,VAUXHALL,2,14,North West,1,1686,2002,1725,130,0.101,0.429,0.031,,0.255005661
1541,VOLKSWAGEN,2,5,South West,5,1968,2016,1395,124,0.241,0.043,,,0.261831835
3089,VOLKSWAGEN,2,96,South West,5,1598,2016,1591,152,0.282,0.106,,,0.304438184
753,VAUXHALL,1,13,London,4,973,2002,1430,135,0.342,0.048,,0.06,0.99538989
3315,FORD,1,13,London,2,998,2016,1094,99,0.445,0.012,0.001,0.065,0.518307819
1059,VOLKSWAGEN,2,6,North West,1,1896,2002,1596,159,0.181,0.313,0.04,,0.720655921
2751,VAUXHALL,2,14,North West,5,1248,2016,1237,98,0.072,0.05,,,0.469113427
354,VAUXHALL,1,13,London,1,973,2002,1430,132,0.42,0.025,,0.083,0.904367411
3627,BMW,1,4,South West,2,1997,2016,1470,159,0.309,0.024,,0.027,0.68049985
1015,TOYOTA,1,14,North West,2,1598,2002,1290,168,0.55,0.03,,0.06,0.329654053
1645,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.555801967
3580,VOLKSWAGEN,1,14,South West,5,999,2016,1055,108,0.535,0.012,,0.039,0.765320684
1204,TOYOTA,1,14,London,1,1299,2002,1060,160,0.7,0.05,,0.12,0.245253527
2927,FORD,2,96,North West,5,1499,2016,1564,113,0.459,0.054,,,0.469689687
409,VOLKSWAGEN,1,13,South West,1,1595,2002,1285,185,0.53,0.031,,0.055,0.597586161
2511,VOLKSWAGEN,2,6,London,1,1968,2016,1673,149,0.116,0.035,,,0.094745624
285,BMW,1,4,London,2,2979,2002,1695,244,0.447,0.013,,0.062,0.674471639
1322,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.385595374
3285,BMW,2,14,North West,1,1995,2016,1485,114,0.142,0.032,,,0.195077838
589,VOLKSWAGEN,1,14,London,4,1390,2002,0,161,0.172,0.055,,0.066,0.981259857
936,TOYOTA,1,4,London,2,1794,2002,1090,178,1.01,0.01,,0.06,0.640047017
906,BMW,2,6,London,1,1995,2002,1580,153,0.101,0.377,0.037,,0.64783659
1196,FORD,1,14,North West,2,1388,2002,1097,153,0.562,0.026,,0.08,0.405285048
3346,TOYOTA,8,14,South West,5,1798,2016,1480,91,0.182,0.005,,0.036,0.248639179
1390,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.164991176
562,FORD,1,14,London,1,1798,2002,1396,187,0.375,0.091,,0.077,0.57646237
1216,FORD,2,14,South West,1,1753,2002,1288,145,0.347,0.489,0.044,0.042,0.715580058
1689,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.578653185
3384,VAUXHALL,2,14,North West,1,1598,2016,1449,106,0.081,0.042,0.003,,0.518988429
1942,FORD,2,96,London,5,1997,2016,1582,124,0.273,0.032,,,0.026843668
2190,VOLKSWAGEN,1,14,South West,2,1197,2016,1139,109,0.199,0.018,,0.035,0.503629276
2609,BMW,1,2,London,1,2979,2016,1635,194,0.139,0.035,,0.035,0.170633886
952,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.743852419
3137,VOLKSWAGEN,1,14,North West,2,999,2016,1055,106,0.407,0.016,,0.034,0.076983712
2585,BMW,2,5,London,1,2993,2016,1885,152,0.183,0.042,,,0.068611658
2701,BMW,2,14,London,1,1496,2016,1395,103,0.172,0.028,,,0.458360513
2457,FORD,1,14,London,1,998,2016,1335,125,0.428,0.037,0.001,0.053,0.166384715
145,FORD,1,3,London,1,1596,2002,1214,165,0.518,0.059,,0.115,0.08844823
587,FORD,1,14,London,1,1999,2002,1396,192,0.284,0.08,,0.056,0.211557856
3735,VAUXHALL,1,14,South West,1,1398,2016,1163,118,0.463,0.01,,0.031,0.651662759
2156,BMW,1,14,London,1,1499,2016,1445,119,0.263,0.01,,0.036,0.745035667
2725,FORD,1,14,North West,5,1498,2016,1645,143,0.913,0.058,0.002,0.054,0.287210611
3683,BMW,2,6,South West,5,1995,2016,1545,114,0.145,0.026,,,0.615194576
2604,TOYOTA,1,14,London,2,998,2016,1071,99,0.387,0.014,,0.038,0.038092919
3261,VAUXHALL,1,14,North West,5,1364,2016,1409,149,0.699,0.008,,0.044,0.730713926
1069,VOLKSWAGEN,2,6,South West,1,1896,2002,1556,154,0.151,0.382,0.023,,0.537565357
3083,VOLKSWAGEN,1,14,North West,2,1197,2016,1107,107,0.157,0.039,,0.022,0.540236774
1726,VAUXHALL,2,14,North West,5,1598,2016,1613,109,0.035,0.026,,,0.825120069
2291,VAUXHALL,1,6,North West,5,1399,2016,1350,128,0.484,0.006,0.002,0.037,0.777938452
317,VAUXHALL,1,14,South West,1,1199,2002,1455,154,0.211,0.031,,0.052,0.046996316
2584,VOLKSWAGEN,1,14,London,1,1395,2016,1271,116,0.154,0.029,,0.044,0.766427708
1897,FORD,2,96,South West,5,1997,2016,1794,129,0.234,0.048,,,0.906796442
1811,VAUXHALL,1,14,North West,1,1398,2016,1163,118,0.463,0.01,,0.031,0.461682655
1285,FORD,1,14,London,1,1596,2002,1167,165,0.518,0.059,,0.115,0.865625374
2655,BMW,1,4,London,1,1998,2016,1790,144,0.151,0.025,,0.04,0.392482131
933,BMW,1,13,London,2,1796,2002,1375,167,0.76,0.059,,0.103,0.63830066
3814,VAUXHALL,2,14,South West,5,1598,2016,1335,88,0.268,0.047,,,0.381602625
2880,VOLKSWAGEN,1,13,North West,2,999,2016,1055,106,0.407,0.016,,0.034,0.34015103
1740,VOLKSWAGEN,1,14,South West,5,1984,2016,1486,165,0.522,0.05,,0.053,0.981625478
1168,TOYOTA,1,14,South West,2,998,2002,1050,137,0.43,0.03,,0.12,0.361032476
2791,FORD,1,14,North West,1,998,2016,1364,125,0.428,0.037,0.001,0.053,0.982601842
709,VAUXHALL,1,2,South West,1,3175,2002,2195,284,0.33,0.055,,0.132,0.766401867
3783,VOLKSWAGEN,2,14,South West,5,1598,2016,1321,99,0.167,0.069,,,0.059542053
1338,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.539380703
2632,FORD,2,96,London,5,1997,2016,1833,134,0.305,0.054,,,0.641002702
288,VAUXHALL,1,6,London,1,1796,2002,1935,187,0.784,0.011,,0.063,0.929696762
2255,FORD,1,14,South West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.235535241
3247,VAUXHALL,1,96,North West,5,1364,2016,1471,166,0.439,0.024,,0.03,0.839820978
987,VOLKSWAGEN,1,13,North West,2,1390,2002,1121,154,0.165,0.047,,0.075,0.935457195
2394,BMW,2,14,South West,5,1496,2016,1395,89,0.119,0.037,,,0.114433616
2059,FORD,2,14,South West,5,1499,2016,1421,99,0.294,0.039,,,0.529820195
404,VOLKSWAGEN,2,14,London,1,1896,2002,1396,146,0.081,0.376,0.029,,0.873345169
2236,VAUXHALL,2,14,South West,5,1248,2016,1225,87,0.141,0.063,,,0.391390775
1895,BMW,1,6,South West,1,1998,2016,1615,146,0.476,0.033,,0.048,0.791143603
3623,VAUXHALL,1,14,South West,2,1398,2016,1163,120,0.463,0.01,,0.031,0.321192622
1898,VOLKSWAGEN,1,14,South West,1,1984,2016,1373,139,0.341,0.056,,0.053,0.18263098
1492,FORD,2,6,South West,5,1997,2016,1679,126,0.357,0.043,,,0.16376206
2268,BMW,8,6,London,1,1997,2016,2305,78,0.185,0.015,,0.014,0.547228014
2832,VOLKSWAGEN,1,14,North West,2,999,2016,1055,106,0.407,0.016,,0.034,0.4974078
2665,FORD,2,96,London,5,1499,2016,1533,109,0.338,0.07,,,0.715841222
1967,FORD,1,14,South West,2,1596,2016,1144,138,0.314,0.017,,0.037,0.202806013
105,FORD,1,13,North West,1,1299,2002,1006,171,0.66,0.095,,0.11,0.846741797
779,VAUXHALL,1,13,London,2,1199,2002,1430,154,0.211,0.031,,0.052,0.756148522
3755,FORD,1,13,South West,2,1242,2016,989,115,0.362,0.024,,0.043,0.986087054
527,TOYOTA,1,4,London,1,1794,2002,1050,178,1.01,0.01,,0.06,0.07339392
1866,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.492511296
640,VAUXHALL,2,6,North West,1,1995,2002,2040,157,0.191,0.429,0.043,,0.983590019
1319,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.403760077
2510,VAUXHALL,1,14,South West,5,1398,2016,1163,120,0.463,0.01,,0.031,0.592934959
768,VOLKSWAGEN,2,6,South West,1,1896,2002,1577,154,0.151,0.382,0.023,,0.249965073
18,VOLKSWAGEN,1,13,London,4,1390,2002,1012,149,0.294,0.03,,0.067,0.00175777
1772,VAUXHALL,2,14,North West,1,1956,2016,1613,118,0.08,0.06,,,0.081246265
1674,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.918885606
462,VOLKSWAGEN,2,13,South West,1,1896,2002,1407,146,0.177,0.363,0.024,,0.437340861
457,VAUXHALL,1,13,South West,2,973,2002,1430,135,0.342,0.048,,0.06,0.096521896
2829,BMW,2,5,North West,1,2993,2016,2140,159,0.186,0.057,,,0.587132071
2788,FORD,2,14,North West,2,1997,2016,1681,122,0.145,0.059,0.001,,0.752056385
1975,VOLKSWAGEN,1,14,London,2,999,2016,1055,108,0.535,0.012,,0.039,0.849139624
2684,VAUXHALL,1,6,London,5,1399,2016,1350,128,0.484,0.006,0.002,0.037,0.472653231
2497,VAUXHALL,2,14,London,5,1598,2016,1350,97,0.243,0.029,,,0.597807529
2930,FORD,2,14,North West,1,1997,2016,1788,134,0.351,0.065,0.002,,0.397861746
2661,TOYOTA,1,14,London,5,1329,2016,1123,114,0.348,0.007,,0.043,0.086190612
1299,FORD,2,14,South West,5,1499,2016,1183,82,0.358,0.062,,,0.315813202
707,VAUXHALL,1,13,North West,4,973,2002,1405,135,0.342,0.048,,0.06,0.548552315
276,FORD,2,6,North West,1,1998,2002,0,159,0.016,0.43,,,0.195989726
2615,VOLKSWAGEN,1,14,London,1,1395,2016,1280,112,0.252,0.04,,0.055,0.665019248
1442,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.066755965
1540,BMW,8,2,South West,5,1998,2016,1735,45,0.082,0.006,,0.017,0.126836881
722,VOLKSWAGEN,2,6,South West,4,2496,2002,1695,192,0.314,0.318,0.034,,0.748820378
3212,FORD,1,14,North West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.090962474
2834,FORD,1,14,North West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.091105328
1544,VAUXHALL,2,6,South West,5,1598,2016,1393,104,0.17,0.032,0.001,,0.048005116
2329,VOLKSWAGEN,1,14,London,1,1197,2016,1107,107,0.157,0.039,,0.022,0.426672526
3023,VOLKSWAGEN,2,14,North West,5,1598,2016,1321,99,0.167,0.069,,,0.004392835
304,VOLKSWAGEN,1,13,South West,1,1390,2002,1152,158,0.308,0.042,,0.064,0.405122499
844,FORD,2,6,North West,1,1753,2002,1295,145,0.109,0.489,0.044,0.018,0.483480475
1498,VAUXHALL,1,14,North West,1,1364,2016,1409,149,0.699,0.008,,0.044,0.83838892
3092,FORD,2,14,South West,5,1997,2016,1773,135,0.217,0.078,,,0.440749808
2503,VAUXHALL,2,14,London,5,1598,2016,1350,103,0.17,0.032,0.001,,0.513299529
2962,FORD,2,96,North West,5,1499,2016,1608,119,0.353,0.076,0.001,,0.094124012
2556,FORD,1,14,London,5,999,2016,1382,125,0.451,0.036,0.001,0.072,0.919113409
2095,VAUXHALL,1,14,South West,5,1398,2016,1163,112,0.39,0.023,,0.031,0.776245189
357,FORD,1,14,South West,2,1596,2002,1189,192,0.518,0.059,,0.115,0.703188768
3514,VOLKSWAGEN,1,14,South West,5,1395,2016,1247,120,0.158,0.034,,0.028,0.618034288
104,VOLKSWAGEN,1,13,London,2,1198,2002,1093,142,0.68,0.042,,0.03,0.418894281
1555,BMW,2,6,London,1,2993,2016,1770,151,0.341,0.053,,,0.404494565
2395,FORD,1,14,London,1,1242,2016,1095,122,0.518,0.027,,0.051,0.194589433
211,VAUXHALL,1,14,London,1,1598,2002,1660,171,0.695,0.019,,0.054,0.045392534
339,VOLKSWAGEN,2,14,North West,1,1896,2002,1353,138,0.073,0.33,0.025,,0.584811359
894,FORD,1,14,South West,1,1796,2002,1195,181,0.895,0.043,,0.091,0.899900521
3823,BMW,2,2,North West,1,2993,2016,1810,148,0.394,0.071,,,0.458128388
3294,FORD,2,14,South West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.099893621
22,VOLKSWAGEN,2,2,London,1,1896,2002,1388,138,0.073,0.33,0.025,,0.293116549
1273,FORD,1,13,North West,1,1299,2002,965,163,0.66,0.037,,0.09,0.202092432
3169,VOLKSWAGEN,1,6,North West,2,1984,2016,1574,162,0.609,0.047,,0.06,0.371551408
1170,VAUXHALL,1,4,South West,1,1796,2002,1745,192,0.627,0.008,,0.035,0.398497238
4,TOYOTA,1,14,London,4,1598,2002,1295,168,0.55,0.03,,0.06,0.117471792
3473,VAUXHALL,1,14,London,1,1398,2016,1199,137,0.645,0.008,,0.044,0.421668921
139,FORD,2,14,South West,1,1399,2002,1145,114,0.154,0.423,0.036,,0.070890161
294,VOLKSWAGEN,2,2,South West,2,1896,2002,1388,138,0.073,0.33,0.025,,0.924873237
2683,VAUXHALL,1,14,London,5,1364,2016,1409,149,0.699,0.008,,0.044,0.860113157
2755,TOYOTA,8,14,London,1,1798,2016,1470,76,0.131,0.016,,0.033,0.376707941
1962,VOLKSWAGEN,1,13,London,2,1197,2016,1316,123,0.2,0.02,,0.025,0.266315021
1893,VAUXHALL,1,13,London,1,1364,2016,1199,122,0.276,0.013,,0.019,0.491483486
1530,VAUXHALL,1,14,South West,5,1398,2016,1199,139,0.645,0.008,,0.044,0.362603534
2372,FORD,2,96,London,5,1499,2016,1596,119,0.353,0.076,0.001,,0.719222923
1223,FORD,2,14,South West,2,1399,2002,1166,117,0.154,0.423,0.036,,0.732461359
3609,VAUXHALL,1,13,South West,1,1398,2016,1141,118,0.463,0.01,,0.031,0.959671709
3361,FORD,2,96,South West,5,1499,2016,1564,113,0.459,0.054,,,0.426179013
97,FORD,1,14,South West,1,1796,2002,1195,181,0.895,0.043,,0.091,0.572106603
3553,VOLKSWAGEN,1,14,London,1,1197,2016,1107,107,0.157,0.039,,0.022,0.295750177
2944,VOLKSWAGEN,1,14,South West,5,1984,2016,1505,159,0.609,0.047,,0.06,0.720488892
1233,VOLKSWAGEN,1,13,South West,1,1390,2002,1152,158,0.308,0.042,,0.064,0.383145488
1092,FORD,1,14,South West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.934279262
3685,VOLKSWAGEN,1,13,South West,2,999,2016,929,105,0.457,0.013,,0.039,0.942315691
985,FORD,1,14,London,2,1596,2002,1189,192,0.518,0.059,,0.115,0.741061226
563,BMW,1,5,South West,1,3246,2002,1450,268,0.857,0.056,,0.108,0.502593372
3211,VOLKSWAGEN,1,14,North West,5,999,2016,929,106,0.406,0.013,,0.037,0.191086612
1111,VOLKSWAGEN,2,14,London,1,1896,2002,1379,138,0.073,0.33,0.025,,0.007495213
1850,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.980064404
3388,FORD,1,14,South West,1,999,2016,1333,108,0.447,0.03,0.002,0.076,0.540512139
710,TOYOTA,1,13,North West,2,998,2002,1040,137,0.43,0.03,,0.12,0.307920052
1182,VAUXHALL,1,14,South West,1,973,2002,1405,135,0.342,0.048,,0.06,0.964402364
3007,VAUXHALL,2,14,North West,5,1598,2016,1613,109,0.035,0.026,,,0.957279908
1252,VOLKSWAGEN,1,13,South West,1,1781,2002,1372,194,0.646,0.017,,0.047,0.681952818
2087,BMW,8,6,South West,5,1997,2016,2305,78,0.185,0.015,,0.014,0.962396008
3697,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.673451547
3320,VAUXHALL,1,14,South West,2,999,2016,1034,104,0.407,0.006,,0.02,0.107441786
1908,VOLKSWAGEN,1,14,London,4,999,2016,1055,106,0.407,0.016,,0.034,0.640922721
1585,VAUXHALL,2,14,South West,5,1248,2016,1225,85,0.141,0.063,,,0.796150174
942,FORD,1,14,South West,1,1798,2002,1396,187,0.375,0.091,,0.077,0.547177656
3077,FORD,2,14,South West,5,1997,2016,1648,117,0.311,0.073,,,0.108429256
575,VOLKSWAGEN,1,14,London,1,1781,2002,1384,190,0.667,0.03,,0.054,0.176191972
1574,VAUXHALL,2,14,South West,5,1248,2016,1225,85,0.141,0.063,,,0.399522145
487,VAUXHALL,1,14,South West,1,1199,2002,1455,154,0.211,0.031,,0.052,0.283996514
2559,VAUXHALL,1,14,London,5,1399,2016,1234,124,0.507,0.012,,0.021,0.790402141
265,TOYOTA,1,14,London,1,1598,2002,1325,190,0.45,0.02,,0.05,0.428645601
2851,VAUXHALL,2,13,North West,5,1598,2016,1503,111,0.104,0.042,,,0.789353117
2325,VOLKSWAGEN,2,14,North West,5,1968,2016,1373,112,0.1,0.07,,,0.344004209
1243,VOLKSWAGEN,1,14,North West,1,1390,2002,1236,161,0.172,0.055,,0.066,0.544367064
905,TOYOTA,1,13,South West,2,1299,2002,1050,157,0.7,0.05,,0.12,0.134163871
2806,VAUXHALL,2,6,North West,5,1598,2016,1701,129,0.013,0.033,,,0.361848288
2555,VOLKSWAGEN,1,14,London,1,1395,2016,1316,113,0.242,0.033,,0.048,0.000157
2645,VOLKSWAGEN,1,14,London,1,1197,2016,1107,107,0.157,0.039,,0.022,0.398067127
2186,VOLKSWAGEN,1,14,South West,2,1197,2016,1107,107,0.157,0.039,,0.022,0.795085577
2963,FORD,2,14,North West,2,1997,2016,1474,105,0.328,0.068,,,0.81508088
683,FORD,1,14,North West,1,1596,2002,1152,165,0.518,0.059,,0.115,0.448315115
469,VOLKSWAGEN,2,14,South West,1,1896,2002,1285,140,0.436,0.314,0.036,,0.982634522
1517,FORD,2,14,South West,2,1499,2016,1170,94,0.351,0.051,,,0.478614118
2977,FORD,2,14,North West,5,1499,2016,1399,99,0.354,0.074,,,0.297893257
1695,VOLKSWAGEN,1,13,North West,2,1197,2016,1107,107,0.157,0.039,,0.022,0.848513369
2514,TOYOTA,1,14,London,2,998,2016,1066,99,0.387,0.014,,0.038,0.84756482
2525,BMW,2,2,South West,5,1995,2016,1700,110,0.332,0.054,,,0.875795099
2567,BMW,1,2,London,1,1998,2016,1505,134,0.213,0.022,,0.053,0.948173703
1335,VOLKSWAGEN,2,2,South West,5,1968,2016,1475,109,0.137,0.067,,,0.825136909
490,BMW,1,2,London,1,2979,2002,1635,257,0.46,0.012,,0.06,0.805092447
1373,FORD,2,14,South West,5,1499,2016,1170,94,0.351,0.051,,,0.232373427
2442,TOYOTA,8,14,London,5,1798,2016,1470,70,0.131,0.016,,0.033,0.723387449
3165,FORD,1,13,North West,2,1242,2016,1088,122,0.518,0.027,,0.051,0.487932696
552,VAUXHALL,2,6,London,1,1686,2002,1815,132,0.101,0.429,0.031,,0.270905444
1576,VAUXHALL,2,96,South West,5,1598,2016,1923,145,0.316,0.041,,,0.74784947
551,BMW,1,2,South West,1,1995,2002,1395,175,0.852,0.05,,0.102,0.681953779
1596,TOYOTA,1,13,North West,2,998,2016,925,95,0.59,0.008,,0.033,0.777395781
3386,VAUXHALL,2,14,North West,1,1598,2016,1449,106,0.081,0.042,0.003,,0.736257039
3719,VAUXHALL,1,13,South West,2,1229,2016,1086,125,0.474,0.013,,0.038,0.525249062
636,BMW,1,2,London,1,1796,2002,0,172,0.76,,,,0.50397381
2013,BMW,1,14,London,1,1499,2016,1395,122,0.215,0.01,,0.037,0.414283986
971,VOLKSWAGEN,2,2,London,1,1896,2002,1522,154,0.151,0.382,0.023,,0.639845578
40,VOLKSWAGEN,1,14,London,1,1595,2002,1315,194,0.48,0.044,,0.058,0.799511138
3139,BMW,1,5,North West,1,2998,2016,1630,159,0.282,0.015,,0.057,0.018664637
983,VOLKSWAGEN,2,14,London,1,1896,2002,1413,146,0.177,0.363,0.024,,0.83731057
2143,VOLKSWAGEN,2,14,South West,1,1598,2016,1321,99,0.167,0.069,,,0.9574246
255,FORD,1,14,London,1,1999,2002,1396,192,0.427,0.078,,0.109,0.464297157
2813,FORD,2,14,North West,5,1499,2016,1553,94,0.407,0.07,,,0.833556768
3172,BMW,2,2,North West,1,1995,2016,1705,119,0.144,0.031,,,0.696194931
2231,VOLKSWAGEN,1,14,South West,5,1197,2016,1107,107,0.157,0.039,,0.022,0.914401852
3130,FORD,2,14,South West,5,1997,2016,1524,110,0.243,0.067,,,0.087566285
752,VOLKSWAGEN,2,14,London,1,1896,2002,1408,146,0.177,0.363,0.024,,0.128796255
1212,FORD,1,14,South West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.359628097
1688,VAUXHALL,1,14,North West,1,1364,2016,1394,145,0.593,0.011,,0.03,0.197266223
1618,BMW,2,14,South West,5,1995,2016,1450,118,0.18,0.023,,,0.432484649
838,VOLKSWAGEN,1,13,North West,1,1198,2002,1092,142,0.474,0.015,,0.032,0.443653206
1032,BMW,1,2,North West,1,2494,2002,1605,247,0.382,0.006,,0.045,0.47100365
1837,VAUXHALL,2,14,South West,5,1956,2016,1613,118,0.08,0.06,,,0.798141117
1784,VAUXHALL,1,14,North West,4,1598,2016,1355,159,0.809,0.012,,0.051,0.304102457
1146,VOLKSWAGEN,1,13,South West,2,1390,2002,1003,149,0.294,0.03,,0.067,0.511170751
428,TOYOTA,1,14,London,1,1299,2002,0,160,0.7,0.05,,0.12,0.677420664
58,FORD,1,6,South West,2,1596,2002,1180,165,0.518,0.059,,0.115,0.044377114
3087,TOYOTA,2,6,London,4,2755,2016,2395,194,0.071,0.041,,,0.398292375
3743,FORD,1,96,South West,2,998,2016,1327,119,0.32,0.045,0.001,0.051,0.697799401
12,VOLKSWAGEN,2,2,North West,1,1896,2002,1423,146,0.081,0.376,0.029,,0.32472132
1698,VOLKSWAGEN,2,14,North West,2,1422,2016,1152,88,0.141,0.042,,,0.05959325
1208,FORD,2,6,South West,1,1998,2002,1547,159,0.204,0.443,0.026,,0.648583726
606,VOLKSWAGEN,1,14,London,2,1390,2002,1238,161,0.172,0.055,,0.066,0.099806161
1706,VAUXHALL,1,14,North West,5,999,2016,1263,102,0.484,0.021,0.002,0.036,0.161683853
2337,FORD,1,14,London,2,999,2016,1333,108,0.447,0.03,0.002,0.076,0.393860862
2407,VAUXHALL,2,96,London,5,1956,2016,1733,137,0.154,0.051,,,0.816490081
1042,VAUXHALL,1,13,South West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.415386409
3306,FORD,1,14,London,5,1498,2016,1645,143,0.913,0.058,0.002,0.054,0.155714542
225,FORD,1,2,North West,1,2495,2002,1506,238,0.174,0.019,,0.059,0.596664234
315,VAUXHALL,1,14,South West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.853671842
398,FORD,1,14,South West,1,1796,2002,1204,181,0.895,0.043,,0.091,0.732258267
152,VAUXHALL,1,13,North West,2,1199,2002,1430,154,0.211,0.031,,0.052,0.576976625
2843,BMW,2,2,North West,1,1995,2016,1705,119,0.144,0.031,,,0.96527598
393,VOLKSWAGEN,2,6,South West,1,1896,2002,0,146,0.081,,,,0.671073004
2164,FORD,2,96,South West,1,1997,2016,1816,129,0.239,0.048,,,0.270951312
3121,FORD,1,14,North West,2,998,2016,1364,125,0.428,0.037,0.001,0.053,0.060973716
3572,VAUXHALL,1,13,South West,5,1364,2016,1471,154,0.362,0.015,,0.027,0.814059913
1360,BMW,8,6,South West,5,1997,2016,2305,77,0.185,0.015,,0.014,0.356215385
2028,FORD,2,14,South West,5,1499,2016,1170,94,0.351,0.051,,,0.428894257
1663,VAUXHALL,2,14,North West,5,1598,2016,1462,134,0.058,0.054,,,0.809681856
825,FORD,1,13,North West,2,1299,2002,965,154,0.395,0.103,,0.061,0.693148885
279,VOLKSWAGEN,2,13,South West,1,1896,2002,0,140,0.029,,,,0.042438538
3416,VOLKSWAGEN,1,14,South West,5,1984,2016,1486,165,0.522,0.05,,0.053,0.998386245
855,VOLKSWAGEN,2,2,South West,1,1896,2002,1523,154,0.151,0.382,0.023,,0.448787466
2581,VOLKSWAGEN,1,14,London,1,1197,2016,1107,107,0.157,0.039,,0.022,0.477930877
1820,VAUXHALL,2,14,North West,5,1598,2016,1488,94,0.056,0.046,,,0.864841651
2709,VOLKSWAGEN,1,13,North West,1,1984,2016,1495,159,0.609,0.047,,0.06,0.952614871
2878,FORD,1,14,North West,5,1498,2016,1645,143,0.913,0.058,0.002,0.054,0.850106709
130,FORD,1,14,South West,1,1388,2002,1163,158,0.662,0.052,,0.137,0.692657633
3811,FORD,2,14,South West,5,1997,2016,1681,122,0.215,0.057,,,0.94930066
2536,VAUXHALL,1,13,London,1,1398,2016,1141,120,0.463,0.01,,0.031,0.718040874
2794,FORD,2,96,North West,5,1499,2016,1596,119,0.353,0.076,0.001,,0.193523239
3681,VAUXHALL,1,14,South West,5,1364,2016,1409,149,0.699,0.008,,0.044,0.510136018
29,VOLKSWAGEN,2,14,South West,2,1896,2002,1379,138,0.073,0.33,0.025,,0.256073873
795,VOLKSWAGEN,1,14,North West,2,1595,2002,1316,194,0.48,0.044,,0.058,0.60480245
1029,TOYOTA,1,13,North West,2,998,2002,1040,137,0.43,0.03,,0.12,0.93869004
3691,VAUXHALL,2,6,South West,5,1598,2016,1393,104,0.17,0.032,0.001,,0.266510222
2551,VAUXHALL,1,96,London,5,1364,2016,1471,166,0.439,0.024,,0.03,0.430475253
314,BMW,1,6,London,1,2494,2002,1680,235,0.441,0.016,,0.057,0.216874891
